C6:21:3B:AE:36:45,E2:19:18:C3:B9:B8,F8:0F:43:E2:80:45,C2:5B:0A:92:20:41,C3:79:28:8C:7B:D7,EA:67:8D:31:27:71,E6:61:40:67:01:E5,CE:88:10:2C:58:A2,C0:23:61:37:E1:2A,E8:94:83:95:61:E3,label
-68.68082933502741,-63.80860842151824,-68.697061325963,-71.48571101917041,-70.9749690814067,-69.27750308042158,-77.89989671160052,-72.87578344242262,-72.34079787712658,-82.46255924352343,1
-64.1584,-70.1584,-100.0,-73.332288,-69.68568832,-69.224,-82.47200000000001,-75.32,-72.7824,-79.84,2
-62.98088837148181,-71.52799999999999,-67.911296,-78.224548352,-64.62616320000001,-68.774272,-80.61184,-79.6455808,-78.69408000000001,-78.32819456,3
-68.68082933502741,-63.80860842151824,-68.697061325963,-71.48571101917041,-70.9749690814067,-69.27750308042158,-77.89989671160052,-72.87578344242262,-72.34079787712658,-82.46255924352343,1
-64.1584,-70.1584,-100.0,-73.332288,-69.68568832,-69.224,-82.47200000000001,-75.32,-72.7824,-79.84,2
-62.98088837148181,-71.52799999999999,-67.911296,-78.224548352,-64.62616320000001,-68.774272,-80.61184,-79.6455808,-78.69408000000001,-78.32819456,3
-68.68082933502741,-63.80860842151824,-68.697061325963,-71.48571101917041,-70.9749690814067,-69.27750308042158,-77.89989671160052,-72.87578344242262,-72.34079787712658,-82.46255924352343,1
-64.1584,-70.1584,-100.0,-73.332288,-69.68568832,-69.224,-82.47200000000001,-75.32,-72.7824,-79.84,2
-62.98088837148181,-71.52799999999999,-67.911296,-78.224548352,-64.62616320000001,-68.774272,-80.61184,-79.6455808,-78.69408000000001,-78.32819456,3
-68.68082933502741,-63.80860842151824,-68.697061325963,-71.48571101917041,-70.9749690814067,-69.27750308042158,-77.89989671160052,-72.87578344242262,-72.34079787712658,-82.46255924352343,1
-64.1584,-70.1584,-100.0,-73.332288,-69.68568832,-69.224,-82.47200000000001,-75.32,-72.7824,-79.84,2
-62.98088837148181,-71.52799999999999,-67.911296,-78.224548352,-64.62616320000001,-68.774272,-80.61184,-79.6455808,-78.69408000000001,-78.32819456,3
-68.68082933502741,-63.80860842151824,-68.697061325963,-71.48571101917041,-70.9749690814067,-69.27750308042158,-77.89989671160052,-72.87578344242262,-72.34079787712658,-82.46255924352343,1
-64.1584,-70.1584,-100.0,-73.332288,-69.68568832,-69.224,-82.47200000000001,-75.32,-72.7824,-79.84,2
-62.98088837148181,-71.52799999999999,-67.911296,-78.224548352,-64.62616320000001,-68.774272,-80.61184,-79.6455808,-78.69408000000001,-78.32819456,3
-68.68082933502741,-63.80860842151824,-68.697061325963,-71.48571101917041,-70.9749690814067,-69.27750308042158,-77.89989671160052,-72.87578344242262,-72.34079787712658,-82.46255924352343,1
-64.1584,-70.1584,-100.0,-73.332288,-69.68568832,-69.224,-82.47200000000001,-75.32,-72.7824,-79.84,2
-62.98088837148181,-71.52799999999999,-67.911296,-78.224548352,-64.62616320000001,-68.774272,-80.61184,-79.6455808,-78.69408000000001,-78.32819456,3
-68.68082933502741,-63.80860842151824,-68.697061325963,-71.48571101917041,-70.9749690814067,-69.27750308042158,-77.89989671160052,-72.87578344242262,-72.34079787712658,-82.46255924352343,1
-64.1584,-70.1584,-100.0,-73.332288,-69.68568832,-69.224,-82.47200000000001,-75.32,-72.7824,-79.84,2
-62.98088837148181,-71.52799999999999,-67.911296,-78.224548352,-64.62616320000001,-68.774272,-80.61184,-79.6455808,-78.69408000000001,-78.32819456,3
-68.68082933502741,-63.80860842151824,-68.697061325963,-71.48571101917041,-70.9749690814067,-69.27750308042158,-77.89989671160052,-72.87578344242262,-72.34079787712658,-82.46255924352343,1
-64.1584,-70.1584,-100.0,-73.332288,-69.68568832,-69.224,-82.47200000000001,-75.32,-72.7824,-79.84,2
-62.98088837148181,-71.52799999999999,-67.911296,-78.224548352,-64.62616320000001,-68.774272,-80.61184,-79.6455808,-78.69408000000001,-78.32819456,3
-68.68082933502741,-63.80860842151824,-68.697061325963,-71.48571101917041,-70.9749690814067,-69.27750308042158,-77.89989671160052,-72.87578344242262,-72.34079787712658,-82.46255924352343,1
-64.1584,-70.1584,-100.0,-73.332288,-69.68568832,-69.224,-82.47200000000001,-75.32,-72.7824,-79.84,2
-62.98088837148181,-71.52799999999999,-67.911296,-78.224548352,-64.62616320000001,-68.774272,-80.61184,-79.6455808,-78.69408000000001,-78.32819456,3
-68.68082933502741,-63.80860842151824,-68.697061325963,-71.48571101917041,-70.9749690814067,-69.27750308042158,-77.89989671160052,-72.87578344242262,-72.34079787712658,-82.46255924352343,1
-64.1584,-70.1584,-100.0,-73.332288,-69.68568832,-69.224,-82.47200000000001,-75.32,-72.7824,-79.84,2
-62.98088837148181,-71.52799999999999,-67.911296,-78.224548352,-64.62616320000001,-68.774272,-80.61184,-79.6455808,-78.69408000000001,-78.32819456,3
-68.68082933502741,-63.80860842151824,-68.697061325963,-71.48571101917041,-70.9749690814067,-69.27750308042158,-77.89989671160052,-72.87578344242262,-72.34079787712658,-82.46255924352343,1
-64.1584,-70.1584,-100.0,-73.332288,-69.68568832,-69.224,-82.47200000000001,-75.32,-72.7824,-79.84,2
-62.98088837148181,-71.52799999999999,-67.911296,-78.224548352,-64.62616320000001,-68.774272,-80.61184,-79.6455808,-78.69408000000001,-78.32819456,3
-68.68082933502741,-63.80860842151824,-68.697061325963,-71.48571101917041,-70.9749690814067,-69.27750308042158,-77.89989671160052,-72.87578344242262,-72.34079787712658,-82.46255924352343,1
-64.1584,-70.1584,-100.0,-73.332288,-69.68568832,-69.224,-82.47200000000001,-75.32,-72.7824,-79.84,2
-62.98088837148181,-71.52799999999999,-67.911296,-78.224548352,-64.62616320000001,-68.774272,-80.61184,-79.6455808,-78.69408000000001,-78.32819456,3
-68.68082933502741,-63.80860842151824,-68.697061325963,-71.48571101917041,-70.9749690814067,-69.27750308042158,-77.89989671160052,-72.87578344242262,-72.34079787712658,-82.46255924352343,1
-64.1584,-70.1584,-100.0,-73.332288,-69.68568832,-69.224,-82.47200000000001,-75.32,-72.7824,-79.84,2
-62.98088837148181,-71.52799999999999,-67.911296,-78.224548352,-64.62616320000001,-68.774272,-80.61184,-79.6455808,-78.69408000000001,-78.32819456,3
-68.68082933502741,-63.80860842151824,-68.697061325963,-71.48571101917041,-70.9749690814067,-69.27750308042158,-77.89989671160052,-72.87578344242262,-72.34079787712658,-82.46255924352343,1
-64.1584,-70.1584,-100.0,-73.332288,-69.68568832,-69.224,-82.47200000000001,-75.32,-72.7824,-79.84,2
-62.98088837148181,-71.52799999999999,-67.911296,-78.224548352,-64.62616320000001,-68.774272,-80.61184,-79.6455808,-78.69408000000001,-78.32819456,3
-68.68082933502741,-63.80860842151824,-68.697061325963,-71.48571101917041,-70.9749690814067,-69.27750308042158,-77.89989671160052,-72.87578344242262,-72.34079787712658,-82.46255924352343,1
-64.1584,-70.1584,-100.0,-73.332288,-69.68568832,-69.224,-82.47200000000001,-75.32,-72.7824,-79.84,2
-62.98088837148181,-71.52799999999999,-67.911296,-78.224548352,-64.62616320000001,-68.774272,-80.61184,-79.6455808,-78.69408000000001,-78.32819456,3
-68.68082933502741,-63.80860842151824,-68.697061325963,-71.48571101917041,-70.9749690814067,-69.27750308042158,-77.89989671160052,-72.87578344242262,-72.34079787712658,-82.46255924352343,1
-64.1584,-70.1584,-100.0,-73.332288,-69.68568832,-69.224,-82.47200000000001,-75.32,-72.7824,-79.84,2
-62.98088837148181,-71.52799999999999,-67.911296,-78.224548352,-64.62616320000001,-68.774272,-80.61184,-79.6455808,-78.69408000000001,-78.32819456,3
-68.68082933502741,-63.80860842151824,-68.697061325963,-71.48571101917041,-70.9749690814067,-69.27750308042158,-77.89989671160052,-72.87578344242262,-72.34079787712658,-82.46255924352343,1
-64.1584,-70.1584,-100.0,-73.332288,-69.68568832,-69.224,-82.47200000000001,-75.32,-72.7824,-79.84,2
-62.98088837148181,-71.52799999999999,-67.911296,-78.224548352,-64.62616320000001,-68.774272,-80.61184,-79.6455808,-78.69408000000001,-78.32819456,3
-68.68082933502741,-63.80860842151824,-68.697061325963,-71.48571101917041,-70.9749690814067,-69.27750308042158,-77.89989671160052,-72.87578344242262,-72.34079787712658,-82.46255924352343,1
-64.1584,-70.1584,-100.0,-73.332288,-69.68568832,-69.224,-82.47200000000001,-75.32,-72.7824,-79.84,2
-62.98088837148181,-71.52799999999999,-67.911296,-78.224548352,-64.62616320000001,-68.774272,-80.61184,-79.6455808,-78.69408000000001,-78.32819456,3
-68.68082933502741,-63.80860842151824,-68.697061325963,-71.48571101917041,-70.9749690814067,-69.27750308042158,-77.89989671160052,-72.87578344242262,-72.34079787712658,-82.46255924352343,1
-64.1584,-70.1584,-100.0,-73.332288,-69.68568832,-69.224,-82.47200000000001,-75.32,-72.7824,-79.84,2
-62.98088837148181,-71.52799999999999,-67.911296,-78.224548352,-64.62616320000001,-68.774272,-80.61184,-79.6455808,-78.69408000000001,-78.32819456,3
-68.68082933502741,-63.80860842151824,-68.697061325963,-71.48571101917041,-70.9749690814067,-69.27750308042158,-77.89989671160052,-72.87578344242262,-72.34079787712658,-82.46255924352343,1
-64.1584,-70.1584,-100.0,-73.332288,-69.68568832,-69.224,-82.47200000000001,-75.32,-72.7824,-79.84,2
-62.98088837148181,-71.52799999999999,-67.911296,-78.224548352,-64.62616320000001,-68.774272,-80.61184,-79.6455808,-78.69408000000001,-78.32819456,3
-68.68082933502741,-63.80860842151824,-68.697061325963,-71.48571101917041,-70.9749690814067,-69.27750308042158,-77.89989671160052,-72.87578344242262,-72.34079787712658,-82.46255924352343,1
-64.1584,-70.1584,-100.0,-73.332288,-69.68568832,-69.224,-82.47200000000001,-75.32,-72.7824,-79.84,2
-62.98088837148181,-71.52799999999999,-67.911296,-78.224548352,-64.62616320000001,-68.774272,-80.61184,-79.6455808,-78.69408000000001,-78.32819456,3
-68.68082933502741,-63.80860842151824,-68.697061325963,-71.48571101917041,-70.9749690814067,-69.27750308042158,-77.89989671160052,-72.87578344242262,-72.34079787712658,-82.46255924352343,1
-64.1584,-70.1584,-100.0,-73.332288,-69.68568832,-69.224,-82.47200000000001,-75.32,-72.7824,-79.84,2
-62.98088837148181,-71.52799999999999,-67.911296,-78.224548352,-64.62616320000001,-68.774272,-80.61184,-79.6455808,-78.69408000000001,-78.32819456,3
-68.68082933502741,-63.80860842151824,-68.697061325963,-71.48571101917041,-70.9749690814067,-69.27750308042158,-77.89989671160052,-72.87578344242262,-72.34079787712658,-82.46255924352343,1
-64.1584,-70.1584,-100.0,-73.332288,-69.68568832,-69.224,-82.47200000000001,-75.32,-72.7824,-79.84,2
-62.98088837148181,-71.52799999999999,-67.911296,-78.224548352,-64.62616320000001,-68.774272,-80.61184,-79.6455808,-78.69408000000001,-78.32819456,3
-68.68082933502741,-63.80860842151824,-68.697061325963,-71.48571101917041,-70.9749690814067,-69.27750308042158,-77.89989671160052,-72.87578344242262,-72.34079787712658,-82.46255924352343,1
-64.1584,-70.1584,-100.0,-73.332288,-69.68568832,-69.224,-82.47200000000001,-75.32,-72.7824,-79.84,2
-62.98088837148181,-71.52799999999999,-67.911296,-78.224548352,-64.62616320000001,-68.774272,-80.61184,-79.6455808,-78.69408000000001,-78.32819456,3
-68.68082933502741,-63.80860842151824,-68.697061325963,-71.48571101917041,-70.9749690814067,-69.27750308042158,-77.89989671160052,-72.87578344242262,-72.34079787712658,-82.46255924352343,1
-64.1584,-70.1584,-100.0,-73.332288,-69.68568832,-69.224,-82.47200000000001,-75.32,-72.7824,-79.84,2
-62.98088837148181,-71.52799999999999,-67.911296,-78.224548352,-64.62616320000001,-68.774272,-80.61184,-79.6455808,-78.69408000000001,-78.32819456,3
-68.68082933502741,-63.80860842151824,-68.697061325963,-71.48571101917041,-70.9749690814067,-69.27750308042158,-77.89989671160052,-72.87578344242262,-72.34079787712658,-82.46255924352343,1
-64.1584,-70.1584,-100.0,-73.332288,-69.68568832,-69.224,-82.47200000000001,-75.32,-72.7824,-79.84,2
-62.98088837148181,-71.52799999999999,-67.911296,-78.224548352,-64.62616320000001,-68.774272,-80.61184,-79.6455808,-78.69408000000001,-78.32819456,3
-68.68082933502741,-63.80860842151824,-68.697061325963,-71.48571101917041,-70.9749690814067,-69.27750308042158,-77.89989671160052,-72.87578344242262,-72.34079787712658,-82.46255924352343,1
-64.1584,-70.1584,-100.0,-73.332288,-69.68568832,-69.224,-82.47200000000001,-75.32,-72.7824,-79.84,2
-62.98088837148181,-71.52799999999999,-67.911296,-78.224548352,-64.62616320000001,-68.774272,-80.61184,-79.6455808,-78.69408000000001,-78.32819456,3
-68.68082933502741,-63.80860842151824,-68.697061325963,-71.48571101917041,-70.9749690814067,-69.27750308042158,-77.89989671160052,-72.87578344242262,-72.34079787712658,-82.46255924352343,1
-64.1584,-70.1584,-100.0,-73.332288,-69.68568832,-69.224,-82.47200000000001,-75.32,-72.7824,-79.84,2
-62.98088837148181,-71.52799999999999,-67.911296,-78.224548352,-64.62616320000001,-68.774272,-80.61184,-79.6455808,-78.69408000000001,-78.32819456,3
-68.68082933502741,-63.80860842151824,-68.697061325963,-71.48571101917041,-70.9749690814067,-69.27750308042158,-77.89989671160052,-72.87578344242262,-72.34079787712658,-82.46255924352343,1
-64.1584,-70.1584,-100.0,-73.332288,-69.68568832,-69.224,-82.47200000000001,-75.32,-72.7824,-79.84,2
-62.98088837148181,-71.52799999999999,-67.911296,-78.224548352,-64.62616320000001,-68.774272,-80.61184,-79.6455808,-78.69408000000001,-78.32819456,3
-68.68082933502741,-63.80860842151824,-68.697061325963,-71.48571101917041,-70.9749690814067,-69.27750308042158,-77.89989671160052,-72.87578344242262,-72.34079787712658,-82.46255924352343,1
-64.1584,-70.1584,-100.0,-73.332288,-69.68568832,-69.224,-82.47200000000001,-75.32,-72.7824,-79.84,2
-62.98088837148181,-71.52799999999999,-67.911296,-78.224548352,-64.62616320000001,-68.774272,-80.61184,-79.6455808,-78.69408000000001,-78.32819456,3
-68.68082933502741,-63.80860842151824,-68.697061325963,-71.48571101917041,-70.9749690814067,-69.27750308042158,-77.89989671160052,-72.87578344242262,-72.34079787712658,-82.46255924352343,1
-64.1584,-70.1584,-100.0,-73.332288,-69.68568832,-69.224,-82.47200000000001,-75.32,-72.7824,-79.84,2
-62.98088837148181,-71.52799999999999,-67.911296,-78.224548352,-64.62616320000001,-68.774272,-80.61184,-79.6455808,-78.69408000000001,-78.32819456,3
-68.68082933502741,-63.80860842151824,-68.697061325963,-71.48571101917041,-70.9749690814067,-69.27750308042158,-77.89989671160052,-72.87578344242262,-72.34079787712658,-82.46255924352343,1
-64.1584,-70.1584,-100.0,-73.332288,-69.68568832,-69.224,-82.47200000000001,-75.32,-72.7824,-79.84,2
-62.98088837148181,-71.52799999999999,-67.911296,-78.224548352,-64.62616320000001,-68.774272,-80.61184,-79.6455808,-78.69408000000001,-78.32819456,3
-68.68082933502741,-63.80860842151824,-68.697061325963,-71.48571101917041,-70.9749690814067,-69.27750308042158,-77.89989671160052,-72.87578344242262,-72.34079787712658,-82.46255924352343,1
-64.1584,-70.1584,-100.0,-73.332288,-69.68568832,-69.224,-82.47200000000001,-75.32,-72.7824,-79.84,2
-62.98088837148181,-71.52799999999999,-67.911296,-78.224548352,-64.62616320000001,-68.774272,-80.61184,-79.6455808,-78.69408000000001,-78.32819456,3
-68.68082933502741,-63.80860842151824,-68.697061325963,-71.48571101917041,-70.9749690814067,-69.27750308042158,-77.89989671160052,-72.87578344242262,-72.34079787712658,-82.46255924352343,1
-64.1584,-70.1584,-100.0,-73.332288,-69.68568832,-69.224,-82.47200000000001,-75.32,-72.7824,-79.84,2
-62.98088837148181,-71.52799999999999,-67.911296,-78.224548352,-64.62616320000001,-68.774272,-80.61184,-79.6455808,-78.69408000000001,-78.32819456,3
-68.68082933502741,-63.80860842151824,-68.697061325963,-71.48571101917041,-70.9749690814067,-69.27750308042158,-77.89989671160052,-72.87578344242262,-72.34079787712658,-82.46255924352343,1
-64.1584,-70.1584,-100.0,-73.332288,-69.68568832,-69.224,-82.47200000000001,-75.32,-72.7824,-79.84,2
-62.98088837148181,-71.52799999999999,-67.911296,-78.224548352,-64.62616320000001,-68.774272,-80.61184,-79.6455808,-78.69408000000001,-78.32819456,3
-68.68082933502741,-63.80860842151824,-68.697061325963,-71.48571101917041,-70.9749690814067,-69.27750308042158,-77.89989671160052,-72.87578344242262,-72.34079787712658,-82.46255924352343,1
-62.98088837148181,-71.52799999999999,-67.911296,-78.224548352,-64.62616320000001,-68.774272,-80.61184,-79.6455808,-78.69408000000001,-78.32819456,3
-64.1584,-70.1584,-100.0,-73.332288,-69.68568832,-69.224,-82.47200000000001,-75.32,-72.7824,-79.84,2
-68.68082933502741,-63.80860842151824,-68.697061325963,-71.48571101917041,-70.9749690814067,-69.27750308042158,-77.89989671160052,-72.87578344242262,-72.34079787712658,-82.46255924352343,1
-64.1584,-70.1584,-100.0,-73.332288,-69.68568832,-69.224,-82.47200000000001,-75.32,-72.7824,-79.84,2
-62.98088837148181,-71.52799999999999,-67.911296,-78.224548352,-64.62616320000001,-68.774272,-80.61184,-79.6455808,-78.69408000000001,-78.32819456,3
-68.68082933502741,-63.80860842151824,-68.697061325963,-71.48571101917041,-70.9749690814067,-69.27750308042158,-77.89989671160052,-72.87578344242262,-72.34079787712658,-82.46255924352343,1
-64.1584,-70.1584,-100.0,-73.332288,-69.68568832,-69.224,-82.47200000000001,-75.32,-72.7824,-79.84,2
-68.68082933502741,-63.80860842151824,-68.697061325963,-71.48571101917041,-70.9749690814067,-69.27750308042158,-77.89989671160052,-72.87578344242262,-72.34079787712658,-82.46255924352343,1
-64.1584,-70.1584,-100.0,-73.332288,-69.68568832,-69.224,-82.47200000000001,-75.32,-72.7824,-79.84,2
-68.68082933502741,-63.80860842151824,-68.697061325963,-71.48571101917041,-70.9749690814067,-69.27750308042158,-77.89989671160052,-72.87578344242262,-72.34079787712658,-82.46255924352343,1
-64.1584,-70.1584,-100.0,-73.332288,-69.68568832,-69.224,-82.47200000000001,-75.32,-72.7824,-79.84,2
-68.68082933502741,-63.80860842151824,-68.697061325963,-71.48571101917041,-70.9749690814067,-69.27750308042158,-77.89989671160052,-72.87578344242262,-72.34079787712658,-82.46255924352343,1
-64.1584,-70.1584,-100.0,-73.332288,-69.68568832,-69.224,-82.47200000000001,-75.32,-72.7824,-79.84,2
-68.68082933502741,-63.80860842151824,-68.697061325963,-71.48571101917041,-70.9749690814067,-69.27750308042158,-77.89989671160052,-72.87578344242262,-72.34079787712658,-82.46255924352343,1
-64.1584,-70.1584,-100.0,-73.332288,-69.68568832,-69.224,-82.47200000000001,-75.32,-72.7824,-79.84,2
-68.68082933502741,-63.80860842151824,-68.697061325963,-71.48571101917041,-70.9749690814067,-69.27750308042158,-77.89989671160052,-72.87578344242262,-72.34079787712658,-82.46255924352343,1
-64.1584,-70.1584,-100.0,-73.332288,-69.68568832,-69.224,-82.47200000000001,-75.32,-72.7824,-79.84,2
-68.68082933502741,-63.80860842151824,-68.697061325963,-71.48571101917041,-70.9749690814067,-69.27750308042158,-77.89989671160052,-72.87578344242262,-72.34079787712658,-82.46255924352343,1
-64.1584,-70.1584,-100.0,-73.332288,-69.68568832,-69.224,-82.47200000000001,-75.32,-72.7824,-79.84,2
